time,visibility,air_temperature,dewpoint,wind_direction,wind_speed,air_pressure,cloud_height,cloud_cover
2015-01-01 00:20,2800,1,1,0,0,1036,200,OVC
2015-01-01 00:50,1500,1,1,0,0,1036,100,OVC
2015-01-01 01:20,1000,1,1,0,0,1036,100,OVC
2015-01-01 01:50,700,1,1,0,0,1036,,
2015-01-01 02:20,600,1,1,0,0,1036,,
2015-01-01 02:50,600,1,1,0,0,1036,,
2015-01-01 03:20,700,1,1,0,0,1036,,
2015-01-01 03:50,700,1,1,0,0,1036,,
2015-01-01 04:20,1000,1,1,0,0,1036,200,OVC
2015-01-01 04:50,900,1,1,0,0,1036,200,BKN
2015-01-01 05:20,900,1,1,0,0,1036,200,BKN
2015-01-01 05:50,1300,1,1,0,0,1036,200,BKN
2015-01-01 06:20,1200,1,1,,2,1037,200,FEW
2015-01-01 06:50,1600,1,1,300,3,1037,200,FEW
2015-01-01 07:20,1100,1,1,0,0,1038,300,FEW
2015-01-01 07:50,700,1,1,160,4,1037,,
2015-01-01 08:20,700,1,1,,2,1038,,
2015-01-01 08:50,600,1,1,160,5,1037,2700,BKN
2015-01-01 09:20,700,2,1,200,4,1037,300,FEW
2015-01-01 09:50,800,2,2,230,5,1037,,
2015-01-01 10:20,900,2,1,220,5,1037,,
2015-01-01 10:50,900,2,2,240,4,1036,,
2015-01-01 11:20,1300,2,2,240,4,1037,300,FEW
2015-01-01 11:50,1500,3,2,240,4,1036,300,FEW
2015-01-01 12:20,1600,3,2,220,3,1036,300,FEW
2015-01-01 12:50,2000,3,2,,2,1036,500,BKN
2015-01-01 13:20,2200,3,2,210,4,1036,600,BKN
2015-01-01 13:50,2400,3,2,170,6,1035,600,FEW
2015-01-01 14:20,2400,3,2,180,5,1035,900,SCT
2015-01-01 14:50,2000,3,2,210,4,1035,500,SCT
2015-01-01 15:20,2000,3,2,210,5,1036,500,SCT
2015-01-01 15:50,2000,3,2,180,5,1036,500,SCT
2015-01-01 16:20,2800,3,2,180,5,1035,500,SCT
2015-01-01 16:50,3500,3,2,190,8,1035,500,FEW
2015-01-01 17:20,3600,3,2,200,7,1035,500,FEW
2015-01-01 17:50,4000,3,2,190,6,1035,600,FEW
2015-01-01 18:20,4500,3,2,190,7,1035,500,FEW
2015-01-01 18:50,5000,3,2,190,7,1035,600,FEW
2015-01-01 19:20,5000,3,2,190,8,1034,600,FEW
2015-01-01 19:50,5000,3,2,200,8,1034,600,FEW
2015-01-01 20:20,5000,3,1,200,8,1034,500,FEW
2015-01-01 20:50,6000,2,1,200,8,1034,500,SCT
2015-01-01 21:20,6000,2,1,210,7,1033,500,SCT
2015-01-01 21:50,7000,2,1,220,8,1034,700,OVC
2015-01-01 22:20,8000,2,1,220,10,1033,700,OVC
2015-01-01 22:50,10000,2,1,220,10,1033,700,OVC
2015-01-01 23:20,10000,2,1,230,8,1033,700,BKN
2015-01-01 23:50,10000,2,1,200,10,1032,700,BKN
2015-01-02 00:20,8000,2,1,200,11,1032,700,OVC
2015-01-02 00:50,8000,2,1,200,11,1031,500,OVC
2015-01-02 01:20,8000,2,1,200,12,1031,500,OVC
2015-01-02 01:50,10000,1,0,210,14,1030,600,BKN
2015-01-02 02:20,10000,1,0,210,11,1030,800,BKN
2015-01-02 02:50,10000,1,0,210,10,1030,800,BKN
2015-01-02 03:20,10000,1,0,210,11,1030,700,BKN
2015-01-02 03:50,10000,1,0,200,10,1029,700,BKN
2015-01-02 04:20,10000,1,0,200,11,1029,700,BKN
2015-01-02 04:50,10000,1,-1,200,10,1029,700,SCT
2015-01-02 05:20,7000,0,-1,200,11,1029,700,SCT
2015-01-02 05:50,8000,1,0,200,12,1029,700,SCT
2015-01-02 06:20,7000,1,0,190,10,1028,700,SCT
2015-01-02 06:50,6000,1,0,190,12,1028,700,SCT
2015-01-02 07:20,6000,1,0,210,12,1028,700,FEW
2015-01-02 07:50,6000,1,0,200,12,1028,700,FEW
2015-01-02 08:20,6000,1,0,220,12,1028,800,FEW
2015-01-02 08:50,5000,1,0,200,12,1028,800,FEW
2015-01-02 09:20,4500,1,0,200,13,1028,800,FEW
2015-01-02 09:50,4000,1,1,200,11,1028,700,SCT
2015-01-02 10:20,4500,2,1,210,12,1028,700,SCT
2015-01-02 10:50,7000,2,1,210,13,1028,700,SCT
2015-01-02 11:20,10000,2,1,200,14,1028,600,FEW
2015-01-02 11:50,10000,2,1,200,14,1028,600,FEW
2015-01-02 12:20,10000,3,2,200,10,1028,600,FEW
2015-01-02 12:50,10000,4,2,210,13,1028,600,FEW
2015-01-02 13:20,10000,4,2,220,16,1028,600,FEW
2015-01-02 13:50,10000,4,2,210,16,1029,600,FEW
2015-01-02 14:20,10000,4,2,210,14,1029,600,FEW
2015-01-02 14:50,10000,4,2,210,15,1029,600,FEW
2015-01-02 15:20,10000,4,3,210,14,1029,600,FEW
2015-01-02 15:50,10000,4,3,220,15,1030,600,FEW
2015-01-02 16:20,10000,4,3,210,15,1030,600,FEW
2015-01-02 16:50,10000,4,3,220,14,1031,1500,FEW
2015-01-02 17:20,10000,4,3,210,13,1031,1600,SCT
2015-01-02 17:50,10000,4,3,210,12,1031,1900,BKN
2015-01-02 18:20,10000,4,3,180,9,1032,1900,BKN
2015-01-02 18:50,10000,4,2,180,10,1033,1900,SCT
2015-01-02 19:20,10000,3,2,200,10,1033,2500,SCT
2015-01-02 19:50,10000,4,2,210,10,1033,2500,SCT
2015-01-02 20:20,10000,3,2,190,9,1033,2900,SCT
2015-01-02 20:50,10000,3,1,200,11,1033,4500,SCT
2015-01-02 21:20,10000,3,1,210,11,1034,,
2015-01-02 21:50,10000,3,1,220,12,1034,,
2015-01-02 22:20,10000,2,1,220,10,1034,,
2015-01-02 22:50,10000,2,1,220,12,1034,,
2015-01-02 23:20,10000,2,0,210,10,1033,,
2015-01-02 23:50,10000,2,0,210,10,1034,,
2015-01-03 00:20,10000,1,0,210,8,1034,,
2015-01-03 00:50,10000,1,0,210,5,1034,,
2015-01-03 01:20,10000,2,0,200,4,1034,,
2015-01-03 01:50,10000,2,0,220,7,1034,,
2015-01-03 02:20,10000,2,0,220,6,1034,,
2015-01-03 02:50,10000,2,0,210,7,1033,,
2015-01-03 03:20,10000,1,0,210,7,1033,,
2015-01-03 03:50,10000,1,0,200,6,1032,,
2015-01-03 04:20,10000,2,1,200,5,1032,,
2015-01-03 04:50,10000,1,1,180,6,1031,,
2015-01-03 05:20,8000,1,1,170,4,1032,1100,SCT
2015-01-03 05:50,9000,2,1,170,4,1031,600,FEW
2015-01-03 06:20,9000,1,1,180,6,1030,300,FEW
2015-01-03 06:50,8000,1,0,180,6,1029,300,FEW
2015-01-03 07:20,7000,1,1,180,4,1030,300,FEW
2015-01-03 07:50,6000,1,1,170,5,1029,500,FEW
2015-01-03 08:20,8000,2,1,190,7,1029,500,FEW
2015-01-03 08:50,10000,2,1,190,10,1029,400,FEW
2015-01-03 09:20,10000,2,1,200,8,1028,400,FEW
2015-01-03 09:50,10000,3,2,160,6,1027,400,FEW
2015-01-03 10:20,10000,3,2,200,11,1027,400,FEW
2015-01-03 10:50,10000,3,2,190,10,1026,400,FEW
2015-01-03 11:20,8000,3,2,190,10,1025,500,FEW
2015-01-03 11:50,6000,3,2,180,7,1024,400,FEW
2015-01-03 12:20,6000,2,2,200,8,1023,400,FEW
2015-01-03 12:50,6000,1,1,190,7,1022,400,FEW
2015-01-03 13:20,1600,0,0,190,7,1021,200,SCT
2015-01-03 13:50,1800,0,0,190,6,1020,200,SCT
2015-01-03 14:20,3100,0,0,200,3,1020,200,FEW
2015-01-03 14:50,6000,0,0,,2,1019,200,SCT
2015-01-03 15:20,7000,0,0,210,3,1019,200,OVC
2015-01-03 15:50,6000,0,0,,2,1018,200,OVC
2015-01-03 16:20,2900,0,0,0,0,1017,200,SCT
2015-01-03 16:50,2700,0,0,0,0,1016,100,FEW
2015-01-03 17:20,3500,0,0,0,0,1016,100,FEW
2015-01-03 17:50,1800,0,0,0,0,1016,100,FEW
2015-01-03 18:20,3200,0,0,0,0,1016,100,FEW
2015-01-03 18:50,4500,0,0,360,5,1016,200,FEW
2015-01-03 19:20,4800,0,0,10,2,1016,200,FEW
2015-01-03 19:50,4500,0,0,360,2,1017,200,FEW
2015-01-03 20:20,7000,1,0,350,4,1018,200,FEW
2015-01-03 20:50,10000,0,0,,2,1019,200,FEW
2015-01-03 21:20,10000,1,0,180,4,1020,200,FEW
2015-01-03 21:50,10000,1,1,290,7,1021,500,FEW
2015-01-03 22:20,10000,2,1,290,8,1021,500,FEW
2015-01-03 22:50,10000,2,1,310,13,1022,500,FEW
2015-01-03 23:20,10000,2,1,330,9,1023,600,FEW
2015-01-03 23:50,10000,2,1,360,3,1024,600,FEW
2015-01-04 00:20,10000,2,1,190,4,1024,800,FEW
2015-01-04 00:50,10000,2,1,190,5,1025,800,FEW
2015-01-04 01:20,10000,2,1,,1,1026,800,FEW
2015-01-04 01:50,10000,3,1,220,6,1026,800,FEW
2015-01-04 02:20,10000,2,2,270,9,1027,1000,FEW
2015-01-04 02:50,10000,3,1,300,9,1028,1000,FEW
2015-01-04 03:20,10000,3,1,280,9,1028,1500,FEW
2015-01-04 03:50,10000,3,0,290,11,1028,1500,FEW
2015-01-04 04:20,10000,3,1,240,6,1028,1500,FEW
2015-01-04 04:50,10000,3,1,260,6,1028,2000,SCT
2015-01-04 05:20,10000,3,1,250,6,1029,2000,FEW
2015-01-04 05:50,10000,3,0,240,6,1029,2000,FEW
2015-01-04 06:20,10000,3,1,240,6,1029,2000,FEW
2015-01-04 06:50,10000,3,0,250,6,1029,2200,SCT
2015-01-04 07:20,10000,3,1,240,5,1030,2000,FEW
2015-01-04 07:50,10000,3,1,250,8,1030,2000,FEW
2015-01-04 08:20,10000,3,1,240,7,1031,2000,FEW
2015-01-04 08:50,10000,4,1,240,8,1031,2000,FEW
2015-01-04 09:20,10000,4,1,240,9,1032,2000,FEW
2015-01-04 09:50,10000,4,1,250,10,1032,2000,FEW
2015-01-04 10:20,10000,4,1,250,10,1032,2000,FEW
2015-01-04 10:50,10000,4,1,240,8,1032,2000,FEW
2015-01-04 11:20,10000,4,1,240,7,1032,2000,FEW
2015-01-04 11:50,10000,4,1,220,7,1033,2000,FEW
2015-01-04 12:20,10000,4,2,210,7,1033,2000,FEW
2015-01-04 12:50,10000,4,1,210,6,1033,2000,FEW
2015-01-04 13:20,10000,4,1,230,7,1033,2000,FEW
2015-01-04 13:50,10000,5,1,250,7,1033,2400,SCT
2015-01-04 14:20,10000,5,1,250,4,1034,2700,SCT
2015-01-04 14:50,10000,5,0,270,6,1034,2600,SCT
2015-01-04 15:20,10000,5,1,240,4,1034,2600,SCT
2015-01-04 15:50,10000,4,1,210,3,1034,2600,SCT
2015-01-04 16:20,10000,4,2,210,4,1035,2500,SCT
2015-01-04 16:50,10000,3,2,250,7,1035,2200,FEW
2015-01-04 17:20,10000,4,1,250,5,1035,4700,BKN
2015-01-04 17:50,10000,4,1,270,7,1035,2700,FEW
2015-01-04 18:20,10000,4,1,270,7,1035,2900,FEW
2015-01-04 18:50,10000,3,1,200,4,1035,2100,FEW
2015-01-04 19:20,10000,4,1,250,5,1036,2100,FEW
2015-01-04 19:50,10000,4,1,250,7,1036,2700,FEW
2015-01-04 20:20,10000,4,1,240,6,1036,2400,FEW
2015-01-04 20:50,10000,3,1,200,4,1036,2100,FEW
2015-01-04 21:20,10000,3,1,240,5,1036,2400,FEW
2015-01-04 21:50,10000,3,1,250,5,1036,4200,BKN
2015-01-04 22:20,10000,3,1,250,4,1036,2200,FEW
2015-01-04 22:50,10000,2,1,240,4,1036,2000,FEW
2015-01-04 23:20,10000,3,1,270,3,1036,2000,FEW
2015-01-04 23:50,10000,3,1,230,3,1036,2000,FEW
2015-01-05 00:20,10000,2,0,220,5,1036,2000,FEW
2015-01-05 00:50,10000,2,1,260,3,1036,2200,FEW
2015-01-05 01:20,10000,1,0,200,4,1036,4200,BKN
2015-01-05 01:50,10000,1,0,190,4,1036,4200,BKN
2015-01-05 02:20,10000,0,0,190,3,1036,4100,BKN
2015-01-05 02:50,10000,0,-1,0,0,1036,4100,FEW
2015-01-05 03:20,10000,0,0,180,1,1035,,
2015-01-05 03:50,10000,-1,-2,,1,1036,,
2015-01-05 04:20,10000,-1,-2,160,5,1035,,
2015-01-05 04:50,10000,-1,-1,180,6,1035,,
2015-01-05 05:20,10000,-1,-1,220,5,1035,,
2015-01-05 05:50,10000,-1,-1,,2,1035,,
2015-01-05 06:20,10000,-1,-2,160,3,1035,,
2015-01-05 06:50,10000,-1,-1,200,7,1035,,
2015-01-05 07:20,10000,-1,-2,,2,1035,100,FEW
2015-01-05 07:50,10000,-2,-2,200,3,1034,300,FEW
2015-01-05 08:20,10000,-1,-1,210,3,1035,300,FEW
2015-01-05 08:50,10000,0,-1,190,4,1034,300,FEW
2015-01-05 09:20,10000,0,-1,190,4,1034,300,FEW
2015-01-05 09:50,10000,1,0,210,5,1034,300,FEW
2015-01-05 10:20,10000,2,0,210,5,1034,500,FEW
2015-01-05 10:50,10000,3,0,210,6,1033,600,FEW
2015-01-05 11:20,10000,3,-1,230,7,1033,1000,FEW
2015-01-05 11:50,10000,4,0,210,7,1033,2000,FEW
2015-01-05 12:20,10000,4,0,210,6,1032,2000,FEW
2015-01-05 12:50,10000,4,0,200,6,1032,2000,FEW
2015-01-05 13:20,10000,4,0,200,6,1032,2000,FEW
2015-01-05 13:50,10000,5,0,200,5,1031,,
2015-01-05 14:20,10000,4,0,200,5,1031,,
2015-01-05 14:50,10000,4,0,200,4,1031,,
2015-01-05 15:20,10000,3,0,190,5,1031,,
2015-01-05 15:50,10000,2,0,180,5,1031,,
2015-01-05 16:20,10000,1,0,190,5,1030,,
2015-01-05 16:50,10000,0,-1,170,3,1030,,
2015-01-05 17:20,10000,0,-1,190,3,1030,,
2015-01-05 17:50,10000,-1,-1,210,3,1030,,
2015-01-05 18:20,10000,-1,-2,0,0,1030,,
2015-01-05 18:50,10000,-2,-2,100,4,1030,,
2015-01-05 19:20,10000,-2,-2,150,3,1030,,
2015-01-05 19:50,10000,-2,-2,100,1,1030,,
2015-01-05 20:20,10000,-2,-2,220,2,1030,,
2015-01-05 20:50,10000,-2,-2,240,2,1030,,
2015-01-05 21:20,10000,-2,-3,230,4,1029,,
2015-01-05 21:50,10000,-3,-3,210,2,1029,,
2015-01-05 22:20,10000,-3,-3,,1,1029,,
2015-01-05 22:50,10000,-3,-4,100,2,1029,,
2015-01-05 23:20,10000,-3,-4,0,0,1029,400,FEW
2015-01-05 23:50,10000,-4,-4,0,0,1028,400,FEW
2015-01-06 00:20,9000,-4,-4,0,0,1028,300,FEW
2015-01-06 00:50,9000,-4,-4,0,0,1028,300,FEW
2015-01-06 01:20,9000,-3,-3,0,0,1028,300,FEW
2015-01-06 01:50,9000,-4,-4,0,0,1028,300,FEW
2015-01-06 02:20,9000,-3,-4,,2,1028,200,FEW
2015-01-06 02:50,9000,-4,-4,70,4,1027,200,FEW
2015-01-06 03:20,300,-3,-4,10,3,1027,,
2015-01-06 03:50,600,-3,-3,,2,1027,100,SCT
2015-01-06 04:20,300,,,360,5,,,
2015-01-06 04:50,300,-3,-3,360,3,1027,100,SCT
2015-01-06 05:20,300,-3,-3,10,4,1026,100,SCT
2015-01-06 05:50,300,-3,-3,10,3,1026,100,BKN
2015-01-06 06:20,300,-3,-3,20,3,1026,100,BKN
2015-01-06 06:50,500,,,10,3,,,
2015-01-06 07:20,800,,,,2,,,
2015-01-06 07:50,400,-3,-3,,2,1026,100,BKN
2015-01-06 08:20,300,-3,-3,,2,1026,100,OVC
2015-01-06 08:50,300,-3,-3,30,1,1026,,
2015-01-06 09:20,600,-2,-3,110,3,1026,100,OVC
2015-01-06 09:50,600,,,,2,,,
2015-01-06 10:20,900,-2,-2,100,3,1025,200,BKN
2015-01-06 10:50,2100,-2,-2,0,0,1025,300,BKN
2015-01-06 11:20,3000,-2,-2,0,0,1025,300,BKN
2015-01-06 11:50,3000,-2,-2,,2,1025,300,BKN
2015-01-06 12:20,2600,-2,-2,0,0,1024,300,BKN
2015-01-06 12:50,2300,-2,-2,,2,1024,300,BKN
2015-01-06 13:20,1500,-2,-2,,2,1024,200,BKN
2015-01-06 13:50,1300,-2,-2,210,3,1024,200,OVC
2015-01-06 14:20,900,-2,-2,180,3,1024,100,OVC
2015-01-06 14:50,700,-2,-2,240,3,1024,100,OVC
2015-01-06 15:20,700,-2,-2,230,4,1024,100,OVC
2015-01-06 15:50,800,-2,-2,220,3,1024,100,OVC
2015-01-06 16:20,1000,-2,-2,210,4,1024,100,OVC
2015-01-06 16:50,1700,-2,-2,210,4,1024,100,OVC
2015-01-06 17:20,1800,-2,-2,220,5,1024,100,OVC
2015-01-06 17:50,2500,-2,-2,190,4,1024,100,OVC
2015-01-06 18:20,2000,-2,-2,210,5,1025,100,OVC
2015-01-06 18:50,1500,-2,-2,230,5,1025,100,OVC
2015-01-06 19:20,1500,-2,-2,210,5,1025,200,OVC
2015-01-06 19:50,1300,-2,-2,230,5,1025,100,OVC
2015-01-06 20:20,1200,-2,-2,230,7,1025,100,OVC
2015-01-06 20:50,1200,-2,-2,240,5,1025,100,OVC
2015-01-06 21:20,2000,-2,-2,240,5,1025,100,OVC
2015-01-06 21:50,2500,-2,-2,220,6,1025,200,OVC
2015-01-06 22:20,2500,-2,-2,190,5,1025,200,OVC
2015-01-06 22:50,2500,-2,-2,200,5,1025,200,OVC
2015-01-06 23:20,3500,-2,-2,200,4,1026,300,OVC
2015-01-06 23:50,4500,-1,-1,190,4,1026,400,BKN
2015-01-07 00:20,4500,-1,-1,220,3,1026,400,BKN
2015-01-07 00:50,4000,-1,-1,210,4,1026,300,BKN
2015-01-07 01:20,3800,-1,-1,210,5,1026,300,BKN
2015-01-07 01:50,3500,-1,-1,200,4,1026,300,BKN
2015-01-07 02:20,3800,0,0,210,5,1026,300,BKN
2015-01-07 02:50,4000,0,0,210,4,1026,300,BKN
2015-01-07 03:20,3800,0,0,200,4,1027,300,BKN
2015-01-07 03:50,3800,0,0,220,3,1027,300,BKN
2015-01-07 04:20,5000,0,0,200,5,1027,400,SCT
2015-01-07 04:50,5000,0,0,200,5,1027,400,FEW
2015-01-07 05:20,8000,1,1,210,8,1028,1700,BKN
2015-01-07 05:50,9000,1,0,,2,1028,400,FEW
2015-01-07 06:20,8000,1,0,190,5,1028,400,FEW
2015-01-07 06:50,10000,1,1,180,6,1028,1000,FEW
2015-01-07 07:20,10000,1,1,190,7,1029,1500,FEW
2015-01-07 07:50,10000,1,1,200,6,1029,1200,FEW
2015-01-07 08:20,10000,2,1,190,4,1030,1200,FEW
2015-01-07 08:50,10000,2,1,170,6,1030,1000,FEW
2015-01-07 09:20,10000,2,1,190,6,1030,1200,FEW
2015-01-07 09:50,10000,2,1,190,6,1030,1200,FEW
2015-01-07 10:20,10000,2,2,190,7,1030,1200,FEW
2015-01-07 10:50,10000,3,2,200,7,1030,800,FEW
2015-01-07 11:20,10000,3,2,190,7,1030,700,FEW
2015-01-07 11:50,10000,3,2,170,6,1030,900,FEW
2015-01-07 12:20,10000,4,2,170,7,1030,800,FEW
2015-01-07 12:50,10000,4,2,190,7,1029,900,FEW
2015-01-07 13:20,10000,4,2,180,6,1030,900,FEW
2015-01-07 13:50,10000,4,1,190,5,1030,900,FEW
2015-01-07 14:20,10000,4,1,180,7,1030,900,FEW
2015-01-07 14:50,10000,3,1,190,6,1030,900,FEW
2015-01-07 15:20,10000,3,1,210,7,1030,900,FEW
2015-01-07 15:50,10000,3,1,200,7,1030,900,FEW
2015-01-07 16:20,10000,3,1,210,7,1031,1200,SCT
2015-01-07 16:50,10000,2,0,200,8,1030,1100,SCT
2015-01-07 17:20,10000,2,0,230,8,1031,1300,SCT
2015-01-07 17:50,10000,2,0,220,8,1030,1000,FEW
2015-01-07 18:20,10000,2,0,200,7,1031,1000,BKN
2015-01-07 18:50,10000,2,0,220,8,1030,1100,OVC
2015-01-07 19:20,10000,2,0,220,8,1030,1100,BKN
2015-01-07 19:50,10000,2,0,220,9,1030,1100,BKN
2015-01-07 20:20,10000,2,0,210,9,1030,1200,OVC
2015-01-07 20:50,10000,2,0,200,7,1030,1200,OVC
2015-01-07 21:20,10000,2,0,210,7,1030,1300,OVC
2015-01-07 21:50,10000,2,0,210,7,1030,1400,OVC
2015-01-07 22:20,10000,2,0,220,7,1030,1200,FEW
2015-01-07 22:50,10000,2,0,200,7,1030,1400,FEW
2015-01-07 23:20,10000,1,0,170,6,1029,1400,FEW
2015-01-07 23:50,10000,1,0,170,6,1029,600,FEW
2015-01-08 00:20,10000,1,0,180,5,1029,600,FEW
2015-01-08 00:50,10000,1,0,180,4,1029,600,FEW
2015-01-08 01:20,10000,2,1,200,4,1028,600,FEW
2015-01-08 01:50,10000,2,1,210,5,1028,600,BKN
2015-01-08 02:20,10000,2,1,190,5,1028,600,BKN
2015-01-08 02:50,10000,2,1,200,5,1028,600,BKN
2015-01-08 03:20,9000,2,1,200,5,1027,500,BKN
2015-01-08 03:50,9000,2,1,200,6,1027,500,BKN
2015-01-08 04:20,9000,2,2,200,8,1027,500,BKN
2015-01-08 04:50,10000,3,2,200,6,1027,500,FEW
2015-01-08 05:20,9000,3,2,190,9,1027,500,FEW
2015-01-08 05:50,8000,3,2,190,6,1027,1700,BKN
2015-01-08 06:20,7000,4,3,190,8,1027,500,FEW
2015-01-08 06:50,7000,4,3,190,8,1027,500,FEW
2015-01-08 07:20,6000,4,3,180,9,1026,500,FEW
2015-01-08 07:50,6000,4,4,190,9,1026,500,SCT
2015-01-08 08:20,7000,5,4,200,11,1026,500,SCT
2015-01-08 08:50,8000,5,4,190,10,1026,500,SCT
2015-01-08 09:20,7000,5,5,200,11,1026,500,SCT
2015-01-08 09:50,7000,5,5,190,11,1026,500,SCT
2015-01-08 10:20,7000,6,5,190,11,1025,300,FEW
2015-01-08 10:50,8000,6,5,190,12,1025,300,FEW
2015-01-08 11:20,10000,6,5,200,13,1024,300,FEW
2015-01-08 11:50,10000,6,6,200,12,1024,500,BKN
2015-01-08 12:20,7000,6,6,200,13,1023,300,FEW
2015-01-08 12:50,10000,7,6,190,12,1023,300,FEW
2015-01-08 13:20,10000,7,6,190,12,1022,600,SCT
2015-01-08 13:50,10000,7,6,170,7,1022,600,FEW
2015-01-08 14:20,10000,8,7,190,11,1022,600,FEW
2015-01-08 14:50,10000,8,6,190,12,1021,800,FEW
2015-01-08 15:20,10000,8,7,200,12,1021,800,FEW
2015-01-08 15:50,10000,9,7,210,13,1021,800,FEW
2015-01-08 16:20,10000,8,7,210,14,1021,800,FEW
2015-01-08 16:50,10000,9,7,210,17,1021,800,FEW
2015-01-08 17:20,10000,9,7,200,17,1021,1500,FEW
2015-01-08 17:50,10000,9,7,210,16,1021,1500,FEW
2015-01-08 18:20,10000,9,7,210,17,1021,1500,FEW
2015-01-08 18:50,10000,9,7,220,17,1021,2000,OVC
2015-01-08 19:20,10000,9,7,260,15,1023,1600,BKN
2015-01-08 19:50,10000,8,4,280,24,1025,1600,FEW
2015-01-08 20:20,10000,8,4,280,19,1027,2000,FEW
2015-01-08 20:50,10000,8,4,290,14,1028,2600,BKN
2015-01-08 21:20,10000,8,4,260,14,1029,2000,FEW
2015-01-08 21:50,10000,7,4,250,11,1029,2500,SCT
2015-01-08 22:20,10000,8,4,230,8,1029,2500,BKN
2015-01-08 22:50,10000,7,4,240,12,1030,2000,FEW
2015-01-08 23:20,10000,7,4,230,8,1030,2500,SCT
2015-01-08 23:50,10000,7,4,220,10,1030,2500,FEW
2015-01-09 00:20,10000,7,4,210,12,1030,2500,FEW
2015-01-09 00:50,10000,6,3,190,8,1030,3000,FEW
2015-01-09 01:20,10000,6,3,180,6,1029,3000,FEW
2015-01-09 01:50,10000,6,3,190,8,1029,3000,FEW
2015-01-09 02:20,10000,5,3,200,8,1030,2800,SCT
2015-01-09 02:50,10000,6,4,200,10,1029,2800,SCT
2015-01-09 03:20,10000,7,4,180,8,1029,2800,FEW
2015-01-09 03:50,10000,7,4,200,11,1029,3000,BKN
2015-01-09 04:20,10000,7,4,200,9,1028,3000,SCT
2015-01-09 04:50,10000,8,4,220,15,1028,2900,BKN
2015-01-09 05:20,10000,8,4,210,15,1027,2800,BKN
2015-01-09 05:50,10000,8,4,220,15,1026,2700,FEW
2015-01-09 06:20,10000,8,4,210,16,1026,3100,FEW
2015-01-09 06:50,10000,8,4,200,14,1025,3100,FEW
2015-01-09 07:20,10000,8,4,220,18,1025,2600,FEW
2015-01-09 07:50,10000,8,4,210,17,1024,2800,SCT
2015-01-09 08:20,10000,9,4,210,20,1024,2800,FEW
2015-01-09 08:50,10000,9,4,210,21,1023,2900,FEW
2015-01-09 09:20,10000,9,4,210,22,1022,2600,FEW
2015-01-09 09:50,10000,9,4,220,23,1022,2300,FEW
2015-01-09 10:20,10000,9,5,220,22,1021,2300,BKN
2015-01-09 10:50,10000,9,5,210,17,1021,1900,FEW
2015-01-09 11:20,10000,9,5,210,16,1021,1900,FEW
2015-01-09 11:50,10000,9,5,220,19,1020,1900,FEW
2015-01-09 12:20,10000,10,6,230,23,1020,1900,FEW
2015-01-09 12:50,10000,10,6,230,22,1019,1900,FEW
2015-01-09 13:20,10000,10,7,230,23,1019,1900,FEW
2015-01-09 13:50,10000,10,7,240,24,1019,1600,FEW
2015-01-09 14:20,10000,11,8,230,21,1018,1500,FEW
2015-01-09 14:50,10000,11,7,230,21,1018,1500,FEW
2015-01-09 15:20,10000,11,8,230,16,1018,1500,FEW
2015-01-09 15:50,10000,12,7,230,17,1019,1700,FEW
2015-01-09 16:20,10000,12,7,240,16,1020,2000,FEW
2015-01-09 16:50,10000,12,7,240,13,1020,2000,FEW
2015-01-09 17:20,10000,12,7,230,13,1020,2200,FEW
2015-01-09 17:50,10000,13,6,250,22,1020,2500,FEW
2015-01-09 18:20,10000,10,6,260,16,1019,1800,FEW
2015-01-09 18:50,10000,9,7,230,7,1019,1800,FEW
2015-01-09 19:20,10000,9,8,200,10,1017,1800,FEW
2015-01-09 19:50,10000,10,8,220,13,1017,500,FEW
2015-01-09 20:20,9000,9,9,210,10,1017,500,FEW
2015-01-09 20:50,7000,10,9,200,13,1016,500,FEW
2015-01-09 21:20,10000,10,9,210,14,1015,500,FEW
2015-01-09 21:50,10000,11,10,230,15,1015,500,FEW
2015-01-09 22:20,10000,12,10,230,19,1015,500,FEW
2015-01-09 22:50,10000,12,10,230,18,1015,1500,FEW
2015-01-09 23:20,10000,13,10,230,18,1015,1500,FEW
2015-01-09 23:50,10000,14,10,240,17,1015,1500,FEW
2015-01-10 00:20,10000,14,10,240,20,1015,2500,BKN
2015-01-10 00:50,10000,14,11,230,19,1015,2600,BKN
2015-01-10 01:20,10000,15,11,230,18,1015,2800,BKN
2015-01-10 01:50,10000,15,11,240,20,1015,2800,BKN
2015-01-10 02:20,10000,15,11,240,22,1015,2900,BKN
2015-01-10 02:50,10000,16,11,240,20,1015,2800,BKN
2015-01-10 03:20,10000,15,11,240,20,1015,2800,BKN
2015-01-10 03:50,10000,16,11,240,21,1015,2700,BKN
2015-01-10 04:20,10000,16,11,240,20,1015,3000,BKN
2015-01-10 04:50,10000,16,11,240,23,1015,3400,BKN
2015-01-10 05:20,10000,16,11,230,18,1015,2500,BKN
2015-01-10 05:50,10000,15,11,220,18,1015,2100,BKN
2015-01-10 06:20,10000,15,12,210,17,1015,1700,FEW
2015-01-10 06:50,10000,15,11,220,19,1014,2000,FEW
2015-01-10 07:20,10000,15,10,210,16,1015,3000,FEW
2015-01-10 07:50,10000,15,10,220,20,1014,3200,FEW
2015-01-10 08:20,10000,15,10,220,22,1014,3200,FEW
