STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       5792;20171010;   10;  15.3;   6.8;    3;   0.2;   7;    2.133;  64;   7.3;   4.1;  711.35;   -4.5;   93.67;   -3.0;   -6.1;-999;eor
       5792;20171011;   10;  23.3;  12.1;    3;   0.0;   0;   10.517;  62;   3.0;   3.9;  714.43;   -1.3;   70.21;    0.9;   -3.6;-999;eor
       5792;20171012;   10;  24.2;  11.1;    3;   0.0;   0;    9.350;  60;   1.7;   4.4;  717.22;   -1.2;   78.04;    0.1;   -2.6;-999;eor
       5792;20171013;   10;  20.0;   8.6;    3;   0.0;   0;   10.383;  55;   4.0;   3.5;  720.26;    0.9;   52.63;    2.7;   -0.8;-999;eor
       5792;20171014;   10;   9.8;   4.3;    3;   0.0;   0;   10.917;  50;   1.0;   4.9;  722.57;    4.8;   58.04;    8.8;    1.6;-999;eor
       5792;20171015;   10;   7.9;   3.5;    3;   0.0;   0;   10.917;  45;   0.3;   3.8;  723.49;    6.6;   39.13;    8.7;    4.9;-999;eor
       5792;20171016;   10;  11.4;   5.8;    3;   0.0;   0;   10.867;  40;   0.0;   3.6;  723.00;    5.4;   40.96;    8.2;    2.8;-999;eor
       5792;20171017;   10;  11.8;   5.1;    3;   0.0;   0;    9.683;  38;   3.7;   2.5;  719.85;    5.5;   27.63;    7.5;    4.0;-999;eor
       5792;20171018;   10;   8.6;   3.6;    3;   0.0;   0;   10.383;  33;   1.3;   3.0;  713.57;    3.0;   39.92;    5.7;    0.3;-999;eor
       5792;20171019;   10;  10.1;   4.3;    3;   0.0;   0;   10.400;  29;   1.3;   3.4;  712.26;    1.8;   49.00;    4.9;    0.0;-999;eor
       5792;20171020;   10;  11.5;   4.8;    3;   0.0;   0;    9.650;  26;   3.0;   4.3;  713.01;    2.0;   60.75;    4.7;    0.2;-999;eor
       5792;20171021;   10;  19.6;   6.8;    3;   8.3;   7;    4.367;  23;   5.7;   5.2;  712.81;    0.1;   84.29;    1.7;   -2.1;-999;eor
       5792;20171022;   10;  21.8;   7.5;    3;  26.9;   7;    0.017;  23;   8.0;   3.4;  706.52;   -7.4;   95.54;   -1.6;   -9.8;-999;eor
       5792;20171023;   10;  16.7;   6.7;    3;  23.4;   7;    0.000;  43;   8.0;   3.0;  707.17;   -9.1;   96.13;   -7.9;  -10.0;-999;eor
       5792;20171024;   10;  14.3;   5.6;    3;   0.8;   7;    6.983;  52;   5.0;   3.5;  714.30;   -5.7;   85.75;   -1.2;   -8.7;-999;eor
       5792;20171025;   10;  14.9;   6.2;    3;   0.0;   0;    6.150;  52;   5.7;   4.4;  718.69;    0.8;   68.13;    2.8;   -2.6;-999;eor
       5792;20171026;   10;  21.7;   8.6;    3;   0.0;   7;    9.433;  45;   5.0;   3.7;  719.35;    1.4;   55.42;    3.5;   -0.6;-999;eor
       5792;20171027;   10;  29.3;   9.5;    3;  30.8;   7;    0.000;  40;   8.0;   4.2;  713.00;   -4.9;   95.92;   -0.4;  -10.3;-999;eor
       5792;20171028;   10;  25.3;  10.5;    3;  11.7;   7;    5.967;  66;   6.7;   2.1;  709.82;   -8.5;   66.21;   -2.8;  -11.0;-999;eor
       5792;20171029;   10;  41.9;  15.2;    3;  29.6;   7;    0.000;  70;   8.0;   4.1;  703.00;   -5.2;   96.13;   -2.0;  -11.0;-999;eor
       5792;20171030;   10;  16.9;   8.1;    3;   0.0;   0;    9.883;  90;   1.3;   1.6;  707.15;  -10.9;   62.96;   -5.8;  -14.3;-999;eor
       5792;20171031;   10;  13.0;   6.2;    3;   0.0;   0;   10.017;  80;   2.7;   2.8;  712.01;   -6.0;   70.88;   -4.7;   -7.6;-999;eor
       5792;20171101;   10;  12.0;   5.3;    3;   0.3;   7;    0.000;  70;   8.0;   4.4;  713.19;   -3.6;   92.33;   -2.3;   -6.2;-999;eor
       5792;20171102;   10;  20.6;   9.6;    3;   1.5;   7;    0.300;  65;   7.3;   3.7;  709.62;   -3.6;   80.67;   -1.5;   -5.8;-999;eor
       5792;20171103;   10;  17.3;   7.8;    3;   0.0;   7;    7.367;  65;   3.7;   2.8;  708.49;   -3.1;   62.33;    1.8;   -5.5;-999;eor
       5792;20171104;   10;  26.3;   9.0;    3;   0.0;   0;    5.883;  59;   6.7;   3.0;  708.03;   -1.4;   55.79;    0.7;   -3.3;-999;eor
       5792;20171105;   10;  35.3;  10.3;    3;  42.1;   7;    0.750;  57;   7.7;   3.7;  702.27;   -5.5;   89.17;   -1.7;  -11.6;-999;eor
       5792;20171106;   10;  23.5;   5.7;    3;   9.7;   7;    0.000; 105;   7.7;   2.5;  702.88;  -10.9;   93.75;   -6.5;  -13.0;-999;eor
       5792;20171107;   10;  25.3;   9.6;    3;   2.9;   7;    6.700; 112;   6.7;   3.7;  703.48;   -5.5;   91.79;   -3.7;   -7.5;-999;eor
       5792;20171108;   10;  19.2;   5.3;    3;   0.1;   7;    8.367; 104;   4.0;   3.0;  703.75;   -7.5;   87.33;   -4.4;   -8.6;-999;eor
       5792;20171109;   10;  10.5;   3.8;    3;   0.0;   0;    9.367;  98;   1.0;   2.8;  707.75;   -7.1;   77.75;   -3.3;   -8.5;-999;eor
       5792;20171110;   10;  23.3;   9.8;    3;  18.7;   7;    2.600;  97;   6.0;   2.7;  706.88;   -7.4;   76.54;   -6.0;   -8.8;-999;eor
       5792;20171111;   10;  30.5;  13.4;    3;  28.2;   7;    0.000; 130;   8.0;   3.4;  702.37;   -7.4;   96.67;   -5.9;   -9.5;-999;eor
       5792;20171112;   10;  37.8;  12.8;    3;  25.5;   7;    0.000; 160;   8.0;   3.4;  695.68;   -7.4;   95.04;   -4.5;  -14.9;-999;eor
       5792;20171113;   10;  12.6;   4.1;    3;  19.3;   7;    0.000; 195;   8.0;   1.7;  696.77;  -15.2;   91.63;  -14.2;  -16.0;-999;eor
       5792;20171114;   10;  14.6;   5.5;    3;   0.0;   0;    8.933; 230;   3.7;   1.3;  706.37;  -11.9;   54.21;   -5.9;  -16.8;-999;eor
       5792;20171115;   10;  15.5;   6.8;    3;   0.0;   0;    9.317; 200;   2.0;   2.3;  710.15;   -4.1;   51.13;    2.4;   -6.9;-999;eor
       5792;20171116;   10;  11.9;   4.3;    3;   0.0;   0;    8.433; 190;   2.3;   2.9;  709.92;   -2.5;   56.04;    4.4;   -5.9;-999;eor
       5792;20171117;   10;  14.2;   4.7;    3;   0.0;   7;    0.650; 170;   6.0;   2.6;  709.00;   -7.3;   73.33;   -4.5;   -9.1;-999;eor
       5792;20171118;   10;  20.8;   7.7;    3;   8.5;   7;    8.817; 155;   4.0;   1.2;  705.64;  -10.2;   42.33;   -7.8;  -12.3;-999;eor
       5792;20171119;   10;  23.7;  10.1;    3;  23.6;   7;    0.000; 155;   8.0;   1.9;  701.51;  -13.3;   87.33;  -10.1;  -15.7;-999;eor
       5792;20171120;   10;  31.2;  12.9;    3;  17.9;   7;    0.150; 175;   6.3;   2.1;  704.55;  -11.8;   82.79;   -6.5;  -15.7;-999;eor
       5792;20171121;   10;  29.5;  13.3;    3;   3.0;   7;    0.000; 185;   8.0;   3.8;  706.82;   -5.4;   93.83;   -2.9;   -7.4;-999;eor
       5792;20171122;   10;  25.3;  13.6;    3;   0.0;   0;    8.100; 155;   5.7;   1.9;  708.20;   -2.7;   40.17;    1.0;   -5.9;-999;eor
       5792;20171123;   10;  16.9;   8.4;    3;   0.0;   0;    6.850; 140;   4.7;   2.3;  708.40;   -1.7;   46.83;    1.4;   -4.4;-999;eor
       5792;20171124;   10;  21.0;   9.5;    3;   0.0;   0;    6.850; 125;   5.7;   2.9;  708.71;   -3.3;   61.50;   -2.6;   -4.7;-999;eor
       5792;20171125;   10;  35.9;  11.5;    3;  15.8;   7;    1.333; 125;   7.7;   2.9;  701.85;   -7.5;   81.96;   -3.1;  -13.5;-999;eor
       5792;20171126;   10;  15.9;   6.8;    3;  10.4;   7;    0.083; 155;   8.0;   1.6;  703.08;  -16.6;   92.17;  -13.2;  -17.9;-999;eor
       5792;20171127;   10;  25.7;   8.0;    3;   2.9;   7;    2.083; 165;   6.7;   1.9;  704.72;  -14.0;   90.75;   -7.9;  -17.5;-999;eor
